klm;woj;wojewodztwo;trb;zut;d21;d32;d345;d347;d348;d36;d38;d61;d63;los;dochg;wydg
1;14;mazowieckie;2;1;2;1;1;1;1;87;4;2;5;3;4 500,00;3 494,01
1;14;mazowieckie;2;4;2;1;3;1;1;70;3;2;5;3;8 700,50;7 551,15
1;14;mazowieckie;1;5;2;1;1;1;1;73;3;4;2;2;1 671,32;1 733,35
1;14;mazowieckie;2;1;2;1;1;1;1;65;3;3;3;3;2 643,00;2 832,73
1;14;mazowieckie;11;1;2;1;3;1;1;55;2;2;4;1;2 430,50;3 660,92
1;14;mazowieckie;1;1;2;1;1;1;1;36;1;5;1;2;2 780,00;2 983,10
1;14;mazowieckie;3;4;2;1;1;1;1;48;2;3;3;4;3 300,00;3 374,36
1;14;mazowieckie;11;1;2;1;1;1;2;47;2;2;4;1;1 500,00;1 853,03
1;14;mazowieckie;2;1;2;1;1;1;1;25;1;3;3;3;3 421,00;2 263,07
1;14;mazowieckie;3;1;2;1;1;1;2;18;1;5;1;4;1 715,00;1 374,51
1;14;mazowieckie;11;6;2;1;3;1;2;20;1;5;1;1;596,9;586,4
1;14;mazowieckie;1;1;2;1;1;1;1;40;1;3;2;2;2 400,00;2 257,31
1;14;mazowieckie;12;5;2;1;1;1;1;42;1;5;1;2;1 190,43;1 408,40
1;14;mazowieckie;11;5;2;1;1;1;1;21;1;4;2;1;1 433,51;1 130,08
1;14;mazowieckie;11;5;2;1;1;1;1;30;1;3;2;1;1 776,90;1 708,42
1;14;mazowieckie;11;7;2;1;3;1;2;38;2;5;1;1;797;845,08
1;14;mazowieckie;1;4;2;1;1;1;1;74;3;3;4;2;3 965,28;1 757,97
1;14;mazowieckie;1;1;2;1;1;1;2;20;1;5;2;2;3 100,00;2 360,09
1;14;mazowieckie;11;5;2;1;1;1;1;18;1;5;1;1;922;1 055,49
1;14;mazowieckie;3;4;2;1;1;1;1;54;2;3;3;4;4 380,45;4 628,83
1;14;mazowieckie;12;1;2;1;1;1;1;48;2;3;2;3;2 711,50;2 667,52
1;14;mazowieckie;8;1;2;1;1;1;1;68;3;5;1;4;2 612,35;2 351,02
1;14;mazowieckie;11;6;2;1;1;1;1;56;2;3;3;1;1 345,90;1 563,09
1;14;mazowieckie;11;6;2;1;1;1;2;18;1;4;2;1;600,9;1 016,58
1;14;mazowieckie;11;1;2;1;1;1;2;30;1;4;2;1;820;966,72
1;14;mazowieckie;6;7;2;1;1;1;1;37;1;5;1;3;1 356,69;1 386,07
1;14;mazowieckie;3;1;2;1;1;1;1;38;1;5;1;4;2 492,10;2 525,63
1;14;mazowieckie;1;5;2;1;1;1;1;48;3;4;1;2;1 733,59;1 891,07
1;14;mazowieckie;1;5;2;1;1;1;1;56;3;2;4;2;4 083,63;3 608,20
1;14;mazowieckie;2;1;2;1;1;1;1;52;3;4;2;3;3 550,00;3 089,25
1;14;mazowieckie;11;1;2;1;1;1;1;24;1;2;4;1;1 500,00;1 079,13
1;14;mazowieckie;1;5;2;1;1;1;1;55;3;3;3;2;2 442,32;2 321,83
1;14;mazowieckie;12;1;2;1;1;1;1;55;3;2;4;2;2 951,80;2 096,83
1;14;mazowieckie;12;5;2;1;1;1;1;46;3;3;3;3;4 551,65;3 341,97
1;14;mazowieckie;10;1;2;1;1;1;1;40;2;3;4;3;1 208,10;1 097,42
1;14;mazowieckie;3;1;2;1;1;1;1;48;3;3;3;4;4 700,00;2 451,89
1;14;mazowieckie;5;4;2;1;1;1;2;55;3;3;2;6;3 560,90;1 784,13
1;14;mazowieckie;11;1;2;1;1;1;1;38;2;3;3;1;1 467,00;2 804,14
1;14;mazowieckie;3;1;2;1;1;1;1;54;3;3;2;4;3 158,00;2 997,66
1;14;mazowieckie;11;1;2;1;1;1;2;12;1;2;3;1;1 857,88;1 695,82
1;14;mazowieckie;11;4;2;1;1;1;1;41;2;5;1;1;1 050,00;1 191,93
1;14;mazowieckie;1;5;2;1;1;1;1;48;3;4;2;2;2 375,71;2 514,75
1;14;mazowieckie;11;1;2;1;1;1;2;40;2;2;3;1;1 400,00;1 445,34
1;14;mazowieckie;1;5;2;1;1;1;1;36;2;3;3;2;2 471,69;1 481,63
1;14;mazowieckie;4;1;2;1;1;1;1;58;3;3;3;5;4 928,00;2 750,68
1;14;mazowieckie;1;5;2;1;1;1;1;47;3;3;3;2;2 302,35;2 496,27
1;14;mazowieckie;11;5;2;1;1;1;1;56;3;3;3;1;1 717,40;1 353,89
1;14;mazowieckie;1;5;2;1;1;1;1;47;3;3;3;2;1 904,10;1 587,48
1;14;mazowieckie;1;5;2;1;1;1;1;48;3;3;3;2;2 282,00;1 796,44
1;14;mazowieckie;11;1;2;1;1;1;1;24;1;4;2;1;1 143,00;972,69
1;14;mazowieckie;11;5;2;1;1;1;1;48;3;3;2;1;1 518,80;4 121,45
1;14;mazowieckie;6;1;2;1;1;1;1;58;2;2;4;3;1 753,00;5 539,95
1;14;mazowieckie;11;5;2;1;1;1;1;80;4;1;5;1;1 931,01;1 883,91
1;14;mazowieckie;1;4;2;1;1;1;1;88;3;3;3;2;3 431,70;3 537,78
1;14;mazowieckie;1;5;2;1;1;1;1;61;2;3;2;2;3 773,50;4 483,10
1;14;mazowieckie;11;5;2;1;1;1;1;52;2;4;1;1;1 480,90;1 264,93
1;14;mazowieckie;1;1;2;1;1;1;1;52;2;3;3;2;2 303,72;1 395,73
1;14;mazowieckie;8;5;2;1;1;1;1;62;2;4;3;4;3 531,70;2 037,37
1;14;mazowieckie;11;6;2;1;1;1;1;91;3;2;2;1;1 807,77;3 140,48
1;14;mazowieckie;11;1;2;1;1;1;2;17;1;5;1;1;1 450,00;1 437,26
1;14;mazowieckie;11;6;2;1;1;1;1;53;2;5;1;1;1 484,00;942,74
1;14;mazowieckie;12;1;2;1;1;1;1;39;1;3;3;3;3 300,00;1 287,78
1;14;mazowieckie;12;4;2;1;1;1;1;78;3;3;1;6;4 334,90;2 130,50
1;14;mazowieckie;1;1;2;1;1;1;1;38;2;2;6;2;5 584,42;2 469,11
1;14;mazowieckie;11;5;1;1;1;1;1;103;4;3;2;1;1 170,02;1 271,73
1;14;mazowieckie;11;5;2;3;3;3;2;16;1;3;2;1;840;659,96
1;14;mazowieckie;1;5;2;2;1;4;1;72;1;2;4;2;4 065,90;3 629,29
1;14;mazowieckie;11;1;2;1;1;1;1;58;2;2;4;1;3 150,00;3 401,39
1;14;mazowieckie;11;6;2;1;1;1;1;86;3;3;2;1;1 433,20;1 238,19
1;14;mazowieckie;6;6;2;1;1;1;1;28;1;5;1;2;1 250,79;1 566,78
1;14;mazowieckie;11;5;2;1;1;1;1;140;5;2;5;1;2 107,53;2 268,92
1;14;mazowieckie;11;7;2;1;1;1;1;30;2;1;5;1;2 538,65;3 003,46
1;14;mazowieckie;11;5;2;1;1;1;1;59;2;5;1;1;1 580,21;1 374,46
1;14;mazowieckie;12;5;2;1;1;1;1;82;3;3;4;2;1 919,18;1 876,28
1;14;mazowieckie;8;1;2;1;1;1;1;70;3;4;3;5;4 243,00;3 016,79
1;14;mazowieckie;3;1;2;3;1;4;1;110;5;3;3;4;5 819,81;4 126,78
1;14;mazowieckie;1;5;2;3;1;4;1;110;4;3;4;2;2 104,24;805,55
1;14;mazowieckie;4;4;2;3;1;4;1;80;3;3;3;5;2 225,73;1 239,99
1;14;mazowieckie;1;5;2;3;1;4;1;110;5;1;5;2;4 487,57;3 470,05
1;14;mazowieckie;3;1;2;3;1;4;1;116;4;3;3;4;2 041,54;1 155,74
1;14;mazowieckie;12;1;2;3;1;4;1;88;4;3;4;3;2 581,71;2 622,94
1;14;mazowieckie;2;2;1;1;1;2;1;100;3;3;3;3;1 052,90;5 300,67
1;14;mazowieckie;3;4;2;3;1;2;1;148;6;4;3;4;2 751,70;1 554,77
1;14;mazowieckie;6;1;2;3;1;2;1;110;4;4;1;2;2 580,00;2 199,49
1;14;mazowieckie;1;6;2;3;1;2;1;52;3;3;3;2;1 824,74;1 464,30
1;14;mazowieckie;4;1;2;1;1;4;1;80;3;3;3;5;6 052,43;3 786,27
1;14;mazowieckie;12;6;2;1;1;2;1;37;3;3;4;2;2 055,98;1 572,11
1;14;mazowieckie;12;5;2;3;1;2;1;110;4;3;4;3;2 748,75;1 111,41
1;14;mazowieckie;11;5;2;1;1;2;1;110;3;3;4;1;1 552,90;1 046,70
1;14;mazowieckie;11;6;2;3;1;4;1;102;5;5;1;1;2 650,41;768,36
1;14;mazowieckie;2;4;2;3;1;2;1;150;4;3;4;3;8 091,69;5 124,70
1;14;mazowieckie;11;5;2;1;1;4;1;52;2;3;2;1;1 175,66;1 386,09
1;14;mazowieckie;2;1;2;1;1;4;1;60;2;5;3;3;4 138,00;4 642,50
1;14;mazowieckie;11;6;2;3;1;2;1;70;4;3;3;1;1 620,61;1 953,01
1;14;mazowieckie;1;5;2;3;1;4;1;70;3;3;4;2;2 668,10;1 426,36
1;14;mazowieckie;1;5;2;3;1;2;1;80;3;3;3;2;1 867,39;1 568,50
1;14;mazowieckie;9;4;2;3;1;2;1;100;4;3;3;4;4 453,30;1 812,42
1;14;mazowieckie;1;5;2;3;1;2;1;120;5;3;3;2;3 039,99;1 688,19
1;14;mazowieckie;12;1;2;2;1;4;1;75;3;3;4;3;7 302,75;5 657,30
1;14;mazowieckie;9;4;1;1;2;4;2;42;2;4;2;3;1 561,20;1 967,45
1;14;mazowieckie;6;7;2;1;1;1;1;56;3;4;2;3;1 387,72;1 228,82
1;14;mazowieckie;3;1;2;1;1;1;1;55;3;3;2;4;2 313,75;1 783,34
1;14;mazowieckie;12;5;2;1;1;1;1;46;2;3;2;4;3 230,00;1 870,77
1;14;mazowieckie;2;7;2;1;1;1;1;46;2;5;1;3;1 246,38;963,24
1;14;mazowieckie;12;5;2;1;1;1;1;55;3;2;5;3;5 319,31;3 687,17
1;14;mazowieckie;1;6;2;1;1;4;2;28;1;5;1;2;741,68;651,57
1;14;mazowieckie;1;1;2;1;1;1;1;31;1;5;1;2;3 490,47;3 236,75
1;14;mazowieckie;3;1;2;1;1;1;1;55;3;5;1;4;2 700,40;3 069,79
1;14;mazowieckie;1;5;2;1;1;1;1;55;3;3;3;2;3 012,14;2 391,16
1;14;mazowieckie;12;1;2;1;1;1;1;55;3;2;4;3;3 286,00;2 606,07
1;14;mazowieckie;12;1;2;1;1;1;1;32;1;3;3;2;1 914,00;1 702,61
1;14;mazowieckie;12;5;1;1;1;1;1;59;3;3;3;3;2 297,16;1 762,99
1;14;mazowieckie;12;5;2;1;1;1;1;54;3;4;1;2;1 979,23;2 316,97
1;14;mazowieckie;12;1;2;1;1;1;1;55;3;3;4;2;2 884,83;2 415,05
1;14;mazowieckie;1;7;2;1;1;1;1;56;3;4;3;2;1 730,50;1 802,55
1;14;mazowieckie;11;1;2;1;1;1;1;40;1;4;2;1;1 181,31;1 346,90
1;14;mazowieckie;11;5;2;1;1;1;1;45;2;4;2;1;1 020,70;1 002,30
1;14;mazowieckie;9;1;2;1;1;4;2;35;1;5;1;4;1 274,24;1 151,39
1;14;mazowieckie;11;5;2;1;1;1;1;44;2;3;3;1;1 306,90;1 218,78
1;14;mazowieckie;3;7;2;1;1;1;1;40;1;5;1;4;640;600,22
1;14;mazowieckie;12;1;2;1;1;1;1;46;2;3;3;2;2 740,00;2 232,74
1;14;mazowieckie;1;5;2;1;1;1;1;60;3;2;4;2;3 461,17;2 832,07
1;14;mazowieckie;8;1;2;1;1;1;1;63;3;3;3;4;4 601,74;2 753,69
1;14;mazowieckie;11;1;2;1;1;1;1;48;2;2;5;1;1 526,75;1 996,03
1;14;mazowieckie;1;5;1;1;1;1;1;30;1;3;4;2;2 376,67;2 439,99
1;14;mazowieckie;11;5;2;1;1;1;1;29;1;2;4;1;1 613,60;1 769,58
1;14;mazowieckie;1;5;2;1;1;1;1;53;3;3;4;2;2 196,65;2 389,26
1;14;mazowieckie;1;5;2;1;1;1;1;41;2;3;3;2;1 802,23;1 417,28
1;14;mazowieckie;1;6;2;1;1;1;1;41;2;5;1;2;1 431,70;1 085,15
1;14;mazowieckie;12;6;2;1;1;1;2;42;2;5;1;2;970,85;605,58
1;14;mazowieckie;11;6;2;1;1;1;1;53;3;3;5;1;1 700,00;1 968,17
1;14;mazowieckie;6;1;2;1;1;1;1;42;2;4;2;2;1 214,15;1 808,42
1;14;mazowieckie;1;1;2;1;1;1;1;41;2;3;4;2;1 227,00;1 804,80
1;14;mazowieckie;1;1;2;1;1;1;1;53;3;5;1;2;2 388,80;3 842,28
1;14;mazowieckie;1;1;2;1;1;1;1;53;3;3;3;2;2 301,20;3 375,69
1;14;mazowieckie;1;1;2;1;1;1;1;41;2;3;3;2;2 791,91;2 033,92
1;14;mazowieckie;11;5;2;1;1;1;1;53;3;3;3;1;1 093,20;1 348,12
1;14;mazowieckie;3;4;2;1;1;1;1;41;2;3;2;4;3 452,60;3 199,28
1;14;mazowieckie;2;1;2;1;1;1;1;54;3;3;3;3;2 675,00;2 357,09
1;14;mazowieckie;2;5;2;1;1;1;1;54;3;5;1;3;1 305,53;1 022,57
1;14;mazowieckie;2;1;2;1;1;1;1;41;2;4;3;3;3 850,20;3 607,44
1;14;mazowieckie;9;6;2;1;1;1;2;41;2;5;1;3;1 243,80;1 832,23
1;14;mazowieckie;11;5;2;1;1;1;1;41;2;3;3;1;1 077,87;1 168,04
1;14;mazowieckie;12;1;2;1;1;1;1;53;3;4;2;3;3 939,63;2 858,76
1;14;mazowieckie;2;1;2;1;1;1;1;42;2;3;4;3;3 660,16;2 816,83
1;14;mazowieckie;11;5;2;1;1;1;1;40;2;4;2;1;1 112,76;1 529,80
1;14;mazowieckie;11;5;2;1;1;1;1;53;3;3;3;1;1 226,73;1 063,43
1;14;mazowieckie;12;6;1;1;1;1;1;58;3;3;3;3;3 023,60;2 356,78
1;14;mazowieckie;3;1;2;1;1;1;1;52;2;2;2;4;5 615,30;3 063,63
1;14;mazowieckie;3;1;2;1;1;1;1;39;2;3;4;4;6 366,90;4 437,63
1;14;mazowieckie;8;1;2;1;1;1;1;58;3;3;3;4;3 285,55;2 753,85
1;14;mazowieckie;2;1;2;1;1;1;1;49;2;3;3;3;2 881,00;2 909,14
1;14;mazowieckie;12;1;2;1;1;1;1;59;3;4;2;2;2 600,00;1 802,84
1;14;mazowieckie;3;4;2;1;3;1;1;105;4;2;5;4;9 124,80;12 440,59
1;14;mazowieckie;12;1;2;1;1;1;1;70;4;3;4;3;3 750,00;4 130,55
1;14;mazowieckie;4;1;2;1;1;1;1;70;4;3;3;5;8 939,00;8 862,14
1;14;mazowieckie;2;1;2;1;1;1;1;70;3;3;2;3;5 031,50;5 502,29
1;14;mazowieckie;2;1;2;1;1;1;1;54;2;1;6;3;6 597,80;4 451,53
1;14;mazowieckie;12;1;2;1;1;1;1;57;3;3;4;3;4 481,70;2 423,16
1;14;mazowieckie;6;1;2;1;1;1;1;49;2;2;4;2;5 341,89;3 989,98
1;14;mazowieckie;3;4;2;1;1;1;1;72;4;3;3;4;3 357,82;3 171,73
1;14;mazowieckie;1;1;2;1;1;4;1;86;3;2;4;2;5 333,00;3 544,88
1;14;mazowieckie;3;1;2;1;1;1;1;70;3;3;4;4;5 693,52;4 719,13
1;14;mazowieckie;2;1;2;1;1;1;1;70;3;5;1;3;1 961,40;1 651,11
1;14;mazowieckie;6;1;2;1;1;1;1;48;2;4;2;2;2 255,01;1 426,89
1;14;mazowieckie;12;6;2;1;1;1;1;70;4;3;3;2;2 852,61;2 913,74
1;14;mazowieckie;3;4;2;1;1;1;1;58;3;4;2;4;2 222,70;1 782,36
1;14;mazowieckie;2;1;2;1;1;1;1;135;5;3;3;3;2 500,00;5 483,71
1;14;mazowieckie;12;6;2;1;1;1;1;64;3;5;2;3;2 525,74;1 842,25
1;14;mazowieckie;12;1;2;1;1;1;1;60;3;3;3;3;4 007,47;3 810,96
1;14;mazowieckie;5;7;2;1;1;1;1;85;4;5;2;6;2 358,50;1 605,23
1;14;mazowieckie;3;4;2;1;1;1;1;74;4;3;4;4;3 060,30;3 115,08
1;14;mazowieckie;2;1;2;1;1;1;1;63;3;3;3;3;3 300,00;2 996,96
1;14;mazowieckie;2;1;2;1;1;1;1;61;3;2;4;3;3 896,00;3 715,50
1;14;mazowieckie;2;1;2;1;1;1;1;50;2;3;3;3;3 380,00;3 614,45
1;14;mazowieckie;9;1;2;1;1;1;1;62;3;4;2;3;1 436,30;1 973,28
1;14;mazowieckie;6;1;2;1;1;1;1;53;2;2;5;2;7 400,00;8 967,55
1;14;mazowieckie;12;4;2;1;1;1;1;47;2;3;4;2;5 400,00;5 070,44
1;14;mazowieckie;2;1;2;1;1;1;1;64;3;3;3;3;4 978,35;4 014,85
1;14;mazowieckie;3;1;2;1;1;1;1;63;3;5;1;4;2 581,60;3 117,71
1;14;mazowieckie;9;1;2;1;1;1;1;64;3;2;5;3;7 550,00;9 230,52
1;14;mazowieckie;12;4;2;1;1;1;1;64;3;3;2;4;6 650,00;12 294,74
1;14;mazowieckie;1;4;2;1;1;1;1;56;2;2;5;2;6 554,20;6 095,58
1;14;mazowieckie;12;1;2;1;1;1;1;94;3;1;6;3;8 800,00;3 426,11
1;14;mazowieckie;4;1;2;1;1;1;1;64;3;3;3;5;4 671,70;4 454,56
1;14;mazowieckie;3;1;2;1;1;1;1;60;3;3;3;4;3 765,20;5 413,75
1;14;mazowieckie;11;6;2;1;1;1;1;42;2;5;2;1;1 037,20;896,8
1;14;mazowieckie;1;1;2;1;1;1;1;75;4;2;5;2;9 800,00;5 881,56
1;14;mazowieckie;2;4;2;1;1;1;1;62;3;4;2;3;3 681,70;2 465,22
1;14;mazowieckie;2;1;2;1;1;1;1;59;3;3;3;3;4 993,00;4 821,03
1;14;mazowieckie;12;1;2;1;1;1;1;61;3;2;4;5;7 257,00;7 596,68
1;14;mazowieckie;2;1;2;1;1;1;1;53;2;3;4;3;5 343,49;2 798,46
1;14;mazowieckie;3;1;2;1;1;1;1;63;3;2;5;4;3 600,00;3 460,77
1;14;mazowieckie;8;1;2;1;1;1;1;64;3;3;4;5;3 825,80;3 463,81
1;14;mazowieckie;11;5;2;1;1;1;1;31;1;5;1;1;641,47;711,35
1;14;mazowieckie;2;1;2;1;1;1;1;42;2;3;2;3;3 111,50;2 211,45
1;14;mazowieckie;2;1;2;1;1;1;1;49;2;1;6;3;4 800,00;3 894,56
1;14;mazowieckie;11;1;2;1;1;1;1;49;2;4;2;1;1 850,80;2 326,90
1;14;mazowieckie;1;1;2;1;1;1;1;64;3;2;5;2;7 173,00;6 031,32
1;14;mazowieckie;6;6;2;1;1;1;1;61;3;4;2;2;1 351,82;2 156,34
1;14;mazowieckie;1;5;2;1;1;1;1;63;3;2;5;2;6 620,40;6 629,03
1;14;mazowieckie;1;1;2;1;1;1;1;50;2;2;4;2;2 000,00;2 348,67
1;14;mazowieckie;1;1;2;1;1;1;2;34;1;3;3;2;3 192,55;2 806,13
1;14;mazowieckie;1;5;2;1;1;1;1;67;3;2;4;2;3 089,11;2 697,64
1;14;mazowieckie;11;5;2;1;1;1;1;46;2;5;1;1;897,2;977,33
1;14;mazowieckie;9;1;2;1;1;1;1;62;3;3;3;3;4 800,00;6 152,95
1;14;mazowieckie;3;1;2;1;1;1;1;62;3;2;4;4;7 055,00;4 717,33
1;14;mazowieckie;11;1;2;1;1;1;1;50;2;3;3;1;1 400,00;946,38
1;14;mazowieckie;11;1;2;1;1;1;1;24;1;5;2;1;800;1 299,78
1;14;mazowieckie;11;5;2;1;1;1;1;49;2;4;1;1;817,16;887,83
1;14;mazowieckie;1;1;2;1;1;1;2;50;2;3;3;2;1 758,00;1 569,68
1;14;mazowieckie;12;5;2;1;1;1;1;42;2;3;3;2;1 319,78;1 397,50
1;14;mazowieckie;1;5;2;2;1;4;1;70;3;3;4;2;3 283,69;3 413,43
1;14;mazowieckie;6;1;2;1;1;1;1;50;2;4;2;2;2 475,00;2 764,70
1;14;mazowieckie;9;1;2;2;1;2;1;180;5;2;5;4;10 014,60;7 427,04
1;14;mazowieckie;1;1;2;1;1;1;1;63;3;2;4;2;5 943,00;5 649,84
1;14;mazowieckie;11;5;2;1;1;1;1;47;3;4;1;1;966,55;887,5
1;14;mazowieckie;1;5;2;1;1;1;1;56;3;3;2;2;2 700,00;2 209,99
1;14;mazowieckie;1;5;2;1;1;1;1;47;3;5;1;2;1 456,20;1 519,63
1;14;mazowieckie;1;5;2;1;1;1;1;59;3;3;3;2;3 699,09;2 968,78
1;14;mazowieckie;1;4;2;1;3;1;1;59;3;4;1;2;2 000,00;2 778,92
1;14;mazowieckie;12;5;2;1;1;1;1;47;3;5;1;2;950,4;1 010,42
1;14;mazowieckie;11;6;2;1;1;1;1;46;3;1;4;1;1 870,00;1 974,97
1;14;mazowieckie;1;5;2;1;1;1;1;37;2;3;2;2;1 350,00;1 270,79
1;14;mazowieckie;6;1;2;1;1;1;1;46;3;3;3;2;1 414,90;1 749,47
1;14;mazowieckie;11;5;2;1;1;1;1;36;2;2;4;1;1 210,69;2 546,32
1;14;mazowieckie;11;5;2;1;1;1;1;37;2;5;2;1;1 184,70;1 011,81
1;14;mazowieckie;3;1;2;1;1;1;1;38;2;2;2;4;5 300,00;1 931,06
1;14;mazowieckie;8;1;1;1;1;1;1;56;3;3;3;5;3 592,80;1 778,06
1;14;mazowieckie;11;5;2;1;1;1;1;37;2;5;2;1;1 031,70;804,84
1;14;mazowieckie;2;1;2;1;1;1;1;52;3;2;4;3;4 148,75;3 631,66
1;14;mazowieckie;1;1;2;1;1;1;1;53;3;2;4;2;4 900,00;5 429,73
1;14;mazowieckie;1;5;2;1;1;1;1;37;2;4;1;2;1 559,21;1 116,55
1;14;mazowieckie;1;1;2;1;1;1;1;59;3;1;5;2;5 420,00;3 592,96
1;14;mazowieckie;2;5;2;1;1;1;1;37;2;2;5;3;3 265,02;3 490,75
1;14;mazowieckie;11;5;1;1;1;1;1;47;3;4;3;1;1 044,68;681,82
1;14;mazowieckie;1;5;2;1;1;1;1;47;3;3;1;2;2 704,63;2 475,52
1;14;mazowieckie;1;5;2;1;1;1;1;53;3;4;3;2;2 582,10;2 245,49
1;14;mazowieckie;12;1;2;1;1;1;1;37;2;5;1;2;1 364,52;2 007,88
1;14;mazowieckie;3;1;2;1;1;1;1;47;3;4;1;4;2 055,00;2 521,70
1;14;mazowieckie;2;1;2;1;1;2;1;68;3;2;4;3;5 033,00;2 366,60
1;14;mazowieckie;6;1;2;1;3;1;2;54;2;3;3;3;4 200,00;1 845,95
1;14;mazowieckie;2;1;2;1;3;2;1;84;3;2;5;3;7 620,00;3 912,87
1;14;mazowieckie;2;1;2;1;1;2;1;38;1;2;4;3;3 500,00;1 918,18
1;14;mazowieckie;1;1;2;1;3;1;1;70;3;2;5;2;5 975,54;3 541,44
1;14;mazowieckie;2;1;2;1;1;1;1;60;3;2;5;3;4 360,00;2 026,16
1;14;mazowieckie;10;7;2;1;3;1;1;65;3;1;6;2;2 364,50;1 622,77
1;14;mazowieckie;3;1;2;1;1;1;1;51;2;2;4;4;10 968,80;5 776,63
1;14;mazowieckie;1;1;2;1;3;1;1;55;2;2;4;2;9 006,00;4 944,17
1;14;mazowieckie;11;1;2;1;1;1;1;45;1;3;2;1;1 046,00;1 408,78
1;14;mazowieckie;3;1;2;1;1;1;1;43;2;3;3;4;2 444,74;2 689,03
1;14;mazowieckie;7;4;2;1;1;1;1;80;4;2;4;3;2 000,00;1 929,64
1;14;mazowieckie;1;1;2;1;1;1;1;52;2;2;5;2;4 920,00;3 506,28
1;14;mazowieckie;1;1;2;1;3;1;1;75;3;2;4;2;5 999,50;3 860,11
1;14;mazowieckie;3;1;2;1;3;1;1;71;3;2;4;4;7 599,33;2 597,77
1;14;mazowieckie;12;1;2;1;1;1;1;59;3;2;4;2;5 331,20;4 462,15
1;14;mazowieckie;2;1;2;1;1;1;1;53;2;3;3;3;3 825,00;2 353,65
1;14;mazowieckie;3;1;2;1;1;1;1;73;3;2;4;4;12 468,08;8 349,21
1;14;mazowieckie;1;1;2;1;1;1;1;70;3;3;5;2;5 400,00;2 522,22
1;14;mazowieckie;3;4;2;1;3;1;1;75;4;2;5;4;11 000,00;6 714,94
1;14;mazowieckie;1;7;2;1;1;1;1;56;2;3;3;2;2 466,58;2 328,40
1;14;mazowieckie;2;4;2;1;1;1;1;53;2;3;3;3;5 286,00;4 572,26
1;14;mazowieckie;2;1;2;1;1;1;1;42;2;2;6;3;11 298,00;5 726,93
1;14;mazowieckie;10;5;2;1;1;1;1;54;3;3;4;3;2 856,16;2 519,36
1;14;mazowieckie;6;1;2;1;1;1;1;49;3;5;1;2;2 040,00;1 709,51
1;14;mazowieckie;11;1;2;1;1;1;1;37;2;2;4;1;2 350,00;2 649,03
1;14;mazowieckie;1;5;2;1;1;1;1;54;3;2;5;2;5 921,11;3 452,09
1;14;mazowieckie;11;5;2;1;1;1;1;28;1;3;3;1;1 590,40;1 279,70
1;14;mazowieckie;11;5;2;1;1;1;1;39;2;3;4;1;1 291,70;872,96
1;14;mazowieckie;12;1;2;1;1;1;1;54;3;3;5;3;5 840,00;7 741,70
1;14;mazowieckie;11;5;2;1;1;1;1;54;3;3;2;1;1 245,90;1 605,02
1;14;mazowieckie;9;1;2;1;1;1;1;26;1;5;1;3;2 183,50;1 770,46
1;14;mazowieckie;11;5;2;1;1;1;1;26;1;4;3;1;956,8;1 314,63
1;14;mazowieckie;1;5;2;1;1;1;1;38;2;4;3;2;2 514,90;1 590,79
1;14;mazowieckie;12;6;2;1;1;1;1;54;3;3;4;2;2 850,00;4 224,36
1;14;mazowieckie;1;5;2;1;1;1;1;54;3;3;3;2;2 690,00;2 453,23
1;14;mazowieckie;11;5;2;1;1;1;1;55;3;3;3;1;2 160,00;2 156,93
1;14;mazowieckie;11;5;2;1;1;1;1;27;1;3;4;1;1 747,58;1 562,34
1;14;mazowieckie;12;5;2;1;1;1;1;38;2;5;2;2;649,4;682,38
1;14;mazowieckie;2;1;2;1;1;1;1;54;3;2;3;3;3 215,00;2 550,71
1;14;mazowieckie;11;5;2;1;1;1;1;27;1;4;3;1;1 056,50;871
1;14;mazowieckie;10;7;2;1;1;1;1;36;2;2;4;2;2 318,38;1 671,59
1;14;mazowieckie;11;5;2;1;1;1;1;36;2;4;3;1;896;652,43
1;14;mazowieckie;11;6;2;1;1;1;1;54;3;3;4;1;1 039,90;1 546,50
1;14;mazowieckie;11;5;2;1;1;1;1;29;2;4;2;1;837,36;1 003,64
3;16;opolskie;11;5;2;1;1;1;1;33;2;4;1;1;610,25;438,17
3;16;opolskie;1;7;2;1;1;1;2;72;3;4;2;2;1 021,80;1 033,87
3;16;opolskie;2;1;2;1;1;1;1;62;3;3;3;3;1 042,22;879,97
3;16;opolskie;3;1;1;1;1;1;1;61;3;4;2;4;2 098,67;2 366,56
3;16;opolskie;11;4;2;1;1;1;1;54;2;2;4;1;2 800,00;2 867,14
3;16;opolskie;3;1;2;1;1;1;1;64;3;2;4;4;4 212,30;4 244,14
3;16;opolskie;3;1;1;1;1;1;1;70;4;3;2;4;1 812,90;2 228,21
3;16;opolskie;5;1;2;1;1;1;2;75;4;3;3;6;4 516,28;3 242,05
3;16;opolskie;3;6;2;1;1;1;1;49;2;4;1;4;2 292,42;1 364,46
3;16;opolskie;2;4;2;1;1;1;1;64;3;2;4;3;4 278,39;1 780,41
3;16;opolskie;1;1;2;1;1;1;1;33;2;3;3;2;3 600,90;2 761,29
3;16;opolskie;6;1;2;1;1;1;1;48;2;4;3;3;1 385,50;1 411,88
3;16;opolskie;2;1;2;1;1;1;1;60;3;3;3;3;1 946,24;1 678,03
3;16;opolskie;1;5;1;1;1;1;1;49;2;3;3;2;2 239,24;3 245,09
