klm;woj;wojewodztwo;trb;zut;d21;d32;d345;d347;d348;d36;d38;d61;d63;los;dochg;wydg
3;8;lubuskie;12;1;2;1;1;1;2;42;2;3;3;2;2 677,95;2 593,18
3;8;lubuskie;1;5;2;1;1;1;1;50;3;4;2;2;1 752,90;1 495,65
3;8;lubuskie;1;1;1;1;1;1;1;50;3;4;2;2;2 168,00;2 369,12
3;8;lubuskie;1;1;2;1;1;1;1;46;2;4;2;2;3 321,01;2 922,50
3;8;lubuskie;12;4;1;1;1;1;1;52;3;2;4;3;5 353,80;3 823,91
1;10;łódzkie;11;1;2;1;1;1;1;53;3;3;3;1;1 338,81;1 341,88
1;10;łódzkie;12;5;2;1;1;1;1;47;2;5;1;3;1 444,03;1 434,79
1;10;łódzkie;11;7;2;1;1;1;2;45;2;3;3;1;938;838,14
1;10;łódzkie;1;5;2;1;1;1;1;52;3;3;4;2;2 112,83;2 895,99
1;10;łódzkie;11;5;2;1;1;1;1;57;3;3;3;1;1 058,85;1 177,49
1;10;łódzkie;1;1;2;1;1;1;1;52;3;3;2;2;1 390,98;1 763,99
1;10;łódzkie;2;1;1;1;1;1;1;45;2;3;3;3;1 642,60;1 350,70
1;10;łódzkie;3;1;1;1;1;1;1;61;3;3;4;4;4 557,80;5 606,25
1;10;łódzkie;12;5;2;1;1;1;1;30;2;3;3;2;1 605,62;1 228,73
1;10;łódzkie;12;1;2;1;1;1;1;45;2;2;5;2;3 635,11;3 022,34
1;10;łódzkie;6;1;2;1;1;1;1;38;2;3;2;3;2 302,79;2 414,94
1;10;łódzkie;6;1;2;1;1;1;1;62;3;3;3;2;1 600,50;1 475,88
1;10;łódzkie;8;1;2;1;1;1;1;57;3;3;2;4;1 883,50;1 448,45
1;10;łódzkie;12;6;2;1;3;4;1;20;1;3;3;3;2 213,74;1 942,90
1;10;łódzkie;11;5;2;1;1;1;1;57;3;2;4;1;3 816,60;3 631,70
1;10;łódzkie;6;1;2;1;1;1;1;45;2;4;1;2;1 275,93;1 266,87
1;10;łódzkie;1;1;2;1;1;1;1;64;3;2;4;2;3 618,60;2 907,86
1;10;łódzkie;2;5;1;1;1;1;1;53;2;3;4;3;2 659,27;1 761,52
1;10;łódzkie;6;7;2;1;3;1;2;15;1;5;1;3;850,4;853,97
1;10;łódzkie;2;1;2;1;1;1;1;53;3;2;4;3;3 527,53;3 303,16
1;10;łódzkie;12;6;2;1;1;1;1;52;3;3;2;5;2 673,55;2 104,46
1;10;łódzkie;2;1;2;1;1;1;1;61;3;2;5;3;4 794,06;5 730,51
1;10;łódzkie;3;1;2;1;1;1;1;54;3;2;4;4;4 878,06;4 162,79
1;10;łódzkie;2;1;1;1;1;1;1;38;2;3;4;3;2 152,50;1 932,17
1;10;łódzkie;11;5;2;1;1;1;2;36;2;4;2;1;740;652,02
1;10;łódzkie;2;1;2;1;1;1;1;36;2;2;4;3;3 560,00;4 862,25
1;10;łódzkie;11;5;2;1;1;1;1;26;1;2;4;1;1 010,43;737,58
1;10;łódzkie;11;5;2;1;1;1;1;43;2;3;3;1;1 036,76;710,32
1;10;łódzkie;12;7;2;1;1;1;1;37;2;5;1;2;702;1 058,24
1;10;łódzkie;2;1;2;1;1;1;1;45;2;3;3;3;1 582,14;1 502,13
1;10;łódzkie;8;1;2;1;1;1;1;45;2;2;4;4;3 051,18;2 741,68
1;10;łódzkie;12;5;2;1;1;1;1;37;2;3;3;2;1 426,69;1 468,72
1;10;łódzkie;2;7;2;1;1;1;2;29;1;4;2;3;580;1 084,23
1;10;łódzkie;2;1;2;1;1;1;1;37;2;3;3;3;1 665,00;1 616,10
1;10;łódzkie;11;6;2;1;1;1;1;27;1;4;2;1;655,14;644,8
1;10;łódzkie;2;1;2;1;1;1;1;27;1;3;3;3;2 975,00;2 267,77
1;10;łódzkie;3;1;2;1;1;1;1;38;2;3;3;4;1 709,68;2 670,39
1;10;łódzkie;11;5;2;1;1;1;1;38;2;3;3;1;732,62;742,01
1;10;łódzkie;1;5;2;1;1;1;1;45;2;3;3;2;1 360,00;1 194,59
1;10;łódzkie;3;1;2;1;1;1;1;15;1;3;3;4;2 206,70;1 984,46
1;10;łódzkie;11;5;2;1;1;1;2;36;2;4;2;1;558,36;640,78
1;10;łódzkie;2;1;2;1;1;1;1;37;2;3;3;3;2 200,23;1 814,19
1;10;łódzkie;1;1;2;1;1;1;2;38;2;3;3;2;1 893,34;1 788,37
1;10;łódzkie;2;1;2;1;1;1;1;37;2;3;3;3;2 047,48;1 768,36
1;10;łódzkie;2;1;2;1;1;1;1;45;2;4;3;3;1 452,42;1 358,82
1;10;łódzkie;11;5;2;1;1;1;1;38;2;4;2;1;839,86;918,98
1;10;łódzkie;1;5;2;1;1;1;1;45;2;2;4;2;1 940,95;2 644,51
1;10;łódzkie;12;6;2;1;1;1;1;47;3;3;3;3;2 171,35;1 913,73
1;10;łódzkie;1;1;2;1;2;3;2;39;1;3;3;2;734,9;918,26
1;10;łódzkie;1;6;2;1;1;1;1;43;2;5;1;2;1 580,04;1 626,59
1;10;łódzkie;12;1;2;1;1;1;1;33;1;3;3;2;1 657,40;1 513,95
1;10;łódzkie;3;1;2;1;1;1;2;33;1;5;1;4;1 113,00;967,99
1;10;łódzkie;1;7;2;1;2;4;2;30;1;3;2;2;1 187,00;1 600,44
1;10;łódzkie;8;1;2;1;3;4;1;96;4;2;4;4;3 793,17;1 999,79
1;10;łódzkie;3;1;2;1;1;1;1;43;2;3;3;4;2 257,87;2 824,37
1;10;łódzkie;3;1;2;1;1;1;1;53;3;2;5;4;8 528,20;4 413,44
1;10;łódzkie;11;6;2;1;3;3;1;43;2;3;3;1;1 226,11;1 668,57
1;10;łódzkie;3;1;2;1;1;1;1;52;3;3;4;4;3 483,65;2 854,80
1;10;łódzkie;6;7;2;1;1;1;2;32;1;3;2;4;1 082,60;1 061,60
1;10;łódzkie;11;1;2;1;1;1;1;42;2;4;2;1;1 594,00;1 922,50
1;10;łódzkie;8;1;2;1;1;1;2;57;3;5;1;4;1 754,50;1 551,42
1;10;łódzkie;8;1;2;1;1;1;1;47;3;3;3;4;2 510,80;2 135,52
1;10;łódzkie;11;5;2;1;1;1;1;42;2;4;2;1;1 486,93;1 227,61
1;10;łódzkie;6;6;2;1;2;3;1;43;1;4;1;2;1 071,78;1 280,87
1;10;łódzkie;12;1;2;1;2;4;1;40;2;3;3;4;20 714,90;13 725,63
1;10;łódzkie;6;1;2;1;1;1;1;32;1;4;3;2;4 897,09;4 576,50
1;10;łódzkie;6;6;2;1;2;4;1;42;1;4;2;2;1 628,31;1 686,08
1;10;łódzkie;1;5;2;1;3;3;2;31;2;3;3;2;795,18;581,12
1;10;łódzkie;12;1;2;1;1;1;1;49;3;3;2;2;1 783,69;1 698,45
1;10;łódzkie;11;5;2;1;1;1;1;32;1;3;2;1;867,3;822,62
1;10;łódzkie;1;5;2;1;1;1;1;42;2;2;4;2;3 150,40;9 487,34
1;10;łódzkie;11;7;2;1;1;1;2;47;2;3;3;1;863;1 232,76
1;10;łódzkie;11;5;2;1;1;1;1;45;2;2;5;1;2 943,67;2 188,68
1;10;łódzkie;11;5;2;1;1;1;1;51;2;3;3;1;1 737,48;1 480,89
1;10;łódzkie;11;6;2;1;1;1;1;25;1;3;4;1;1 202,74;957,43
1;10;łódzkie;1;5;2;1;1;1;1;35;2;5;1;2;861,84;968,84
1;10;łódzkie;11;7;2;1;1;1;2;40;1;3;3;1;1 433,00;1 285,23
1;10;łódzkie;1;1;2;1;1;1;1;27;1;3;3;2;2 720,50;1 113,55
1;10;łódzkie;11;5;1;1;1;1;1;26;1;5;2;1;891,42;933,91
1;10;łódzkie;1;5;1;1;1;1;1;43;3;3;4;2;2 584,79;2 785,37
1;10;łódzkie;1;7;1;1;1;1;1;35;2;3;3;2;1 616,99;1 957,02
1;10;łódzkie;12;5;2;1;1;1;1;70;3;2;5;2;4 132,91;4 179,78
1;10;łódzkie;11;7;2;1;2;3;2;16;1;3;2;1;562,87;472,73
1;10;łódzkie;4;1;2;1;1;1;1;51;2;4;1;5;2 560,80;2 282,86
1;10;łódzkie;1;5;2;1;1;1;1;60;2;2;4;2;2 286,89;1 462,77
1;10;łódzkie;1;5;2;1;1;1;1;43;2;3;2;2;2 348,90;2 005,73
1;10;łódzkie;2;1;2;1;1;1;1;32;2;3;3;3;2 113,81;7 161,40
1;10;łódzkie;11;5;2;1;1;1;1;51;2;3;2;1;1 330,47;1 281,50
1;10;łódzkie;11;5;2;1;1;1;1;34;2;3;4;1;1 615,51;1 511,98
1;10;łódzkie;2;1;2;1;1;1;2;43;3;3;3;3;1 689,50;1 323,56
1;10;łódzkie;2;1;1;1;1;1;1;60;2;3;4;3;4 318,35;4 853,91
1;10;łódzkie;11;5;2;1;1;1;1;26;1;2;4;1;3 363,17;3 151,57
1;10;łódzkie;1;1;2;1;1;1;1;43;2;2;5;2;8 477,92;9 949,27
1;10;łódzkie;1;6;2;1;1;1;1;36;2;3;2;2;1 554,39;1 538,39
1;10;łódzkie;11;7;2;1;1;1;2;26;1;5;1;1;783;754,37
1;10;łódzkie;11;1;2;1;1;1;1;55;2;3;3;1;1 413,31;2 695,93
1;10;łódzkie;12;4;2;1;1;1;2;73;3;4;2;4;1 600,00;1 979,02
1;10;łódzkie;2;1;1;1;1;1;1;50;2;3;2;3;1 546,36;1 062,28
1;10;łódzkie;11;6;2;1;1;1;1;49;2;4;1;1;879,76;832,14
1;10;łódzkie;3;7;2;1;1;1;1;50;2;3;3;4;2 213,94;3 556,54
1;10;łódzkie;9;1;2;1;1;1;1;63;3;3;2;5;2 706,21;2 161,43
1;10;łódzkie;3;1;2;1;1;1;1;46;2;4;1;4;2 486,48;2 719,68
1;10;łódzkie;11;1;2;1;1;1;1;63;3;3;3;1;2 057,77;1 811,06
1;10;łódzkie;3;1;2;1;1;1;1;68;3;5;2;4;2 737,69;1 496,46
1;10;łódzkie;3;1;2;1;1;1;1;69;3;3;3;4;3 151,50;2 295,77
1;10;łódzkie;6;1;1;1;1;1;1;50;2;3;3;2;2 909,80;1 445,28
1;10;łódzkie;6;1;2;1;1;1;1;50;2;5;1;3;1 306,71;1 088,90
1;10;łódzkie;2;1;2;1;1;1;1;65;3;3;3;3;4 100,20;4 211,54
1;10;łódzkie;1;1;2;1;1;1;1;49;2;2;5;2;4 559,00;4 178,04
1;10;łódzkie;1;5;2;1;2;5;1;72;2;4;2;2;881,15;984,95
1;10;łódzkie;11;6;2;1;2;4;1;40;1;3;2;1;647,8;765,07
1;10;łódzkie;8;1;2;1;1;1;1;74;3;4;1;4;2 641,18;3 593,14
1;10;łódzkie;1;4;2;1;1;1;1;81;4;2;5;2;4 008,00;2 480,89
1;10;łódzkie;2;1;2;1;1;1;1;50;2;4;1;3;2 085,29;1 490,83
1;10;łódzkie;3;4;2;1;1;1;1;74;3;3;3;4;4 048,00;4 660,56
1;10;łódzkie;1;1;2;1;1;1;1;72;4;3;3;2;3 555,29;2 838,98
1;10;łódzkie;2;4;2;1;3;1;1;55;2;2;4;3;8 944,73;10 216,98
1;10;łódzkie;3;1;2;1;1;1;1;75;3;3;3;4;6 857,18;7 199,76
1;10;łódzkie;11;7;2;1;3;3;2;32;1;5;1;1;534,5;465,85
1;10;łódzkie;1;5;2;1;1;1;1;39;1;2;4;2;1 788,56;1 719,75
1;10;łódzkie;12;7;2;1;1;3;2;40;1;5;1;3;984,01;1 006,72
1;10;łódzkie;3;4;2;1;1;4;1;34;1;4;2;4;1 623,00;1 910,88
1;10;łódzkie;2;1;2;1;1;1;1;42;1;3;3;3;1 700,00;1 795,20
1;10;łódzkie;2;1;2;1;1;4;1;42;2;3;4;3;2 962,50;2 196,54
1;10;łódzkie;5;1;2;1;1;4;2;15;1;4;2;6;1 780,30;1 223,42
1;10;łódzkie;10;6;2;1;1;1;2;37;1;3;3;2;802,5;1 243,85
1;10;łódzkie;2;1;2;1;3;4;2;52;1;4;2;3;1 406,50;1 491,98
1;10;łódzkie;1;1;2;1;1;4;1;38;1;3;3;2;1 889,90;1 660,00
1;10;łódzkie;2;1;2;1;3;3;1;30;1;2;4;3;2 411,38;1 938,34
1;10;łódzkie;11;5;2;1;2;4;1;44;1;3;2;1;645,67;1 103,45
1;10;łódzkie;3;1;2;1;2;3;2;41;2;3;3;4;1 554,43;1 561,46
1;10;łódzkie;1;1;2;1;1;4;2;36;1;3;3;2;1 430,00;855,78
1;10;łódzkie;12;1;2;1;1;1;1;42;1;3;3;2;2 080,00;1 843,47
1;10;łódzkie;11;6;2;1;3;4;2;15;1;4;2;1;518;498,09
1;10;łódzkie;3;1;2;1;1;1;1;35;1;3;3;4;1 421,40;1 362,69
1;10;łódzkie;2;6;2;1;2;4;2;60;3;3;3;3;1 310,00;1 913,93
1;10;łódzkie;3;1;2;1;2;4;1;40;2;3;3;4;2 360,40;1 974,94
1;10;łódzkie;4;4;2;1;1;1;1;43;1;3;3;5;3 093,41;2 006,78
1;10;łódzkie;6;7;2;1;3;4;2;46;2;5;1;3;775,55;606,45
1;10;łódzkie;11;5;2;1;1;4;1;20;1;3;3;1;939,38;1 198,78
1;10;łódzkie;11;1;2;1;1;1;1;41;1;3;3;1;2 162,84;2 207,98
1;10;łódzkie;2;1;2;1;1;1;1;58;2;3;4;3;4 721,48;3 241,21
1;10;łódzkie;2;1;2;1;1;1;1;39;2;5;1;3;662,5;1 553,34
1;10;łódzkie;1;5;2;1;1;1;1;38;2;3;2;2;1 908,55;1 766,62
1;10;łódzkie;11;5;2;1;1;1;1;38;2;5;1;1;787,27;842,33
1;10;łódzkie;11;6;2;1;1;1;1;40;2;5;1;1;664,33;734
1;10;łódzkie;12;1;2;1;1;1;1;37;2;2;4;2;3 540,00;2 893,20
1;10;łódzkie;3;1;2;1;1;1;1;36;2;4;3;4;1 564,30;1 984,95
1;10;łódzkie;1;5;2;1;1;1;1;36;2;3;3;2;1 799,39;1 562,43
1;10;łódzkie;2;4;1;1;1;1;1;36;2;3;3;3;875,7;849,54
1;10;łódzkie;10;5;2;1;1;1;1;37;2;3;3;4;2 148,03;2 016,80
1;10;łódzkie;2;1;2;1;1;1;2;39;2;3;1;3;2 233,28;1 768,96
1;10;łódzkie;1;5;2;1;1;1;1;36;2;3;3;2;1 520,00;1 855,00
1;10;łódzkie;12;1;2;1;1;1;2;46;3;5;1;4;2 836,80;2 086,81
1;10;łódzkie;11;6;2;1;1;1;1;27;1;4;3;1;941,54;860,73
1;10;łódzkie;1;1;2;1;1;1;2;39;2;5;1;2;1 023,32;849,25
1;10;łódzkie;11;5;2;1;1;1;1;40;2;3;3;1;992,9;856,55
1;10;łódzkie;11;5;1;1;1;1;1;36;2;3;2;1;1 063,71;787,64
1;10;łódzkie;12;5;2;1;1;1;1;36;2;4;2;3;2 528,57;2 868,58
1;10;łódzkie;11;1;2;1;1;1;2;36;2;3;3;1;1 118,51;1 592,03
1;10;łódzkie;2;1;2;1;1;1;2;37;2;3;2;3;2 608,61;2 496,72
1;10;łódzkie;1;5;2;1;1;1;1;24;1;3;2;2;2 119,00;2 231,29
1;10;łódzkie;2;1;2;1;1;1;1;24;2;3;3;3;2 740,70;2 575,90
1;10;łódzkie;12;1;2;1;1;1;1;50;3;3;3;3;2 009,25;1 512,85
1;10;łódzkie;11;1;2;1;1;1;2;37;2;3;2;1;1 240,00;1 146,36
1;10;łódzkie;12;5;2;1;1;1;1;37;2;5;2;3;1 821,22;1 187,30
1;10;łódzkie;2;1;2;1;1;1;2;46;3;3;2;3;1 936,00;1 536,60
1;10;łódzkie;11;6;2;1;1;1;1;48;3;3;3;1;781,58;792,78
1;10;łódzkie;12;5;2;1;1;1;1;36;2;3;3;2;1 575,22;1 313,94
1;10;łódzkie;12;7;2;1;1;1;2;37;2;4;1;2;1 211,73;1 116,37
1;10;łódzkie;12;1;1;1;1;1;1;37;2;3;3;2;2 785,90;1 474,81
1;10;łódzkie;11;4;2;1;3;3;2;15;1;5;1;1;270;244,64
1;10;łódzkie;1;5;2;1;1;1;1;36;2;3;3;2;1 611,13;949,51
1;10;łódzkie;11;1;2;1;1;1;2;27;1;5;1;1;1 422,80;1 396,21
1;10;łódzkie;6;7;2;1;1;1;1;36;2;5;1;2;367,7;699,74
1;10;łódzkie;2;1;2;1;1;1;1;64;3;2;2;3;4 440,00;4 713,54
1;10;łódzkie;1;1;2;1;1;1;1;48;3;3;3;2;2 503,50;1 898,46
1;10;łódzkie;1;1;2;1;1;1;1;36;2;3;2;2;1 459,07;1 431,83
1;10;łódzkie;3;1;2;1;1;1;1;37;2;4;2;4;1 766,00;1 278,23
1;10;łódzkie;11;5;2;1;1;1;1;36;2;5;1;1;785,36;844,85
1;10;łódzkie;11;5;2;1;3;3;2;37;1;3;3;1;926,13;478,31
1;10;łódzkie;11;7;2;1;3;3;1;36;1;5;1;1;434,9;626,96
1;10;łódzkie;11;6;2;1;2;1;2;48;2;5;1;1;854,9;842,63
1;10;łódzkie;11;5;2;1;1;1;1;27;1;5;2;1;864,89;610
1;10;łódzkie;11;7;2;1;3;3;2;57;1;5;1;1;430;495,52
1;10;łódzkie;3;1;2;1;2;4;1;50;2;3;3;4;2 335,88;1 860,81
1;10;łódzkie;11;1;2;1;2;3;1;60;2;2;4;1;1 200,00;967,96
1;10;łódzkie;11;4;2;1;3;3;2;15;1;5;1;1;221,25;221,09
1;10;łódzkie;12;1;2;1;1;1;1;51;2;4;2;2;900;1 066,43
1;10;łódzkie;12;5;2;1;1;3;2;68;2;5;1;2;634,9;565,82
1;10;łódzkie;12;4;2;1;2;4;1;74;3;3;3;5;2 542,00;2 566,49
1;10;łódzkie;11;6;2;1;1;1;1;33;1;3;4;1;966,85;737,7
1;10;łódzkie;3;1;2;1;2;3;1;43;2;3;2;4;1 884,00;2 590,74
1;10;łódzkie;3;1;2;1;2;3;1;39;1;4;1;4;1 156,10;948,68
1;10;łódzkie;4;1;2;1;2;4;2;32;2;4;1;5;1 618,30;1 093,66
1;10;łódzkie;12;6;2;1;3;3;1;47;2;5;1;2;1 199,97;765,76
1;10;łódzkie;1;1;2;1;2;4;1;63;2;3;3;2;2 239,14;1 916,05
1;10;łódzkie;11;1;2;1;3;3;2;42;1;5;1;1;344,3;329,57
1;10;łódzkie;8;1;2;1;1;3;1;119;2;4;1;4;2 002,50;1 759,02
1;10;łódzkie;4;1;2;1;3;3;2;37;2;5;1;5;1 890,11;1 525,53
1;10;łódzkie;9;1;2;1;1;4;2;15;1;5;1;3;584,31;489,51
1;10;łódzkie;2;1;2;1;3;4;1;40;1;2;4;3;2 162,40;1 933,23
1;10;łódzkie;2;7;2;1;2;4;1;54;2;3;2;3;2 158,90;2 447,99
1;10;łódzkie;12;1;2;1;1;3;1;36;2;4;2;4;2 266,54;1 490,22
1;10;łódzkie;4;1;1;3;2;2;1;101;5;3;3;5;2 685,80;2 486,14
1;10;łódzkie;1;1;2;1;2;4;2;25;1;3;4;2;2 520,70;1 460,56
1;10;łódzkie;8;1;2;1;2;3;2;43;2;3;3;5;3 613,90;1 530,32
1;10;łódzkie;1;6;2;1;3;3;2;14;1;4;1;2;830;916,15
1;10;łódzkie;1;5;2;1;3;3;1;46;1;3;3;2;2 009,79;1 590,40
1;10;łódzkie;3;1;2;1;3;4;2;27;1;3;3;4;1 335,00;726,5
1;10;łódzkie;1;1;2;1;2;3;2;30;1;4;1;2;1 114,00;1 124,74
1;10;łódzkie;8;1;2;1;3;4;1;90;3;2;3;4;2 981,68;2 916,97
1;10;łódzkie;1;6;2;1;2;3;2;48;2;5;1;2;1 547,40;1 663,30
1;10;łódzkie;2;1;2;1;1;1;1;75;3;5;1;3;2 004,72;1 549,51
1;10;łódzkie;12;5;2;1;1;1;1;38;2;4;3;4;1 780,70;1 357,07
1;10;łódzkie;11;5;2;1;1;1;1;36;2;3;2;1;854,02;1 861,31
1;10;łódzkie;6;1;2;1;1;1;2;38;2;3;3;2;1 556,00;1 241,90
1;10;łódzkie;2;1;2;1;1;1;1;37;2;2;4;3;2 750,00;3 103,90
1;10;łódzkie;12;5;2;1;1;1;1;38;2;4;2;2;918,9;1 132,83
1;10;łódzkie;11;7;2;1;1;1;2;27;1;5;1;1;705,4;698,18
1;10;łódzkie;2;1;2;1;1;1;1;37;2;3;3;3;2 229,88;1 689,10
1;10;łódzkie;1;1;2;1;1;1;1;37;2;3;3;2;1 760,33;1 032,95
1;10;łódzkie;2;1;2;1;1;1;1;37;2;3;3;3;1 291,30;854,05
1;10;łódzkie;11;5;2;3;1;1;1;36;2;4;2;1;789,18;943,97
1;10;łódzkie;12;5;1;1;1;1;1;39;2;3;3;3;2 093,71;1 544,27
1;10;łódzkie;12;1;2;1;1;1;1;37;2;3;4;2;2 625,86;2 279,64
1;10;łódzkie;3;1;2;1;1;1;1;53;3;3;3;4;1 970,00;2 275,04
1;10;łódzkie;11;1;2;1;1;1;1;37;2;3;3;1;2 152,00;1 795,69
1;10;łódzkie;6;7;2;1;1;1;2;36;2;5;1;4;778,6;480,02
1;10;łódzkie;3;1;1;1;1;1;1;37;2;4;2;4;1 770,84;1 700,64
1;10;łódzkie;11;5;2;1;1;1;1;36;2;4;2;1;873,4;786,44
1;10;łódzkie;11;5;2;1;1;1;1;37;2;3;3;1;2 296,59;1 905,61
1;10;łódzkie;12;7;2;1;1;3;1;52;2;5;1;4;1 846,96;2 050,22
1;10;łódzkie;1;6;2;1;1;1;1;37;2;4;2;2;1 199,67;1 320,81
1;10;łódzkie;12;5;2;1;1;1;1;37;2;3;3;3;1 704,56;1 519,49
1;10;łódzkie;2;1;2;1;1;1;1;43;2;3;3;3;1 879,00;2 256,24
1;10;łódzkie;3;1;2;1;1;1;1;27;1;3;3;4;2 855,10;1 855,40
1;10;łódzkie;11;5;1;1;1;1;1;66;3;2;3;1;2 217,13;2 586,33
1;10;łódzkie;6;1;2;1;1;1;1;40;1;4;1;2;1 239,67;1 457,13
1;10;łódzkie;1;5;2;1;1;1;1;43;2;3;3;2;2 544,43;2 595,70
1;10;łódzkie;11;6;2;1;1;1;2;25;1;4;2;1;720,67;485,68
1;10;łódzkie;2;1;2;1;1;1;1;52;2;3;3;3;5 338,08;5 424,72
1;10;łódzkie;1;5;2;1;1;1;1;65;3;2;5;2;3 912,02;4 982,72
1;10;łódzkie;1;5;2;1;1;1;1;42;1;3;3;2;1 893,26;1 657,51
1;10;łódzkie;11;5;2;1;1;1;1;37;1;3;3;1;903,53;1 375,59
1;10;łódzkie;1;5;2;1;1;1;1;38;1;4;2;2;1 470,03;1 370,81
1;10;łódzkie;2;1;2;1;1;1;1;51;2;3;3;3;2 959,00;2 240,19
1;10;łódzkie;11;5;2;1;1;1;1;44;1;3;3;1;907,7;1 174,94
1;10;łódzkie;1;4;2;1;1;1;1;52;2;1;6;2;3 700,00;2 537,99
1;10;łódzkie;11;5;2;1;1;1;1;43;1;4;1;1;841;1 118,25
1;10;łódzkie;11;5;2;1;1;1;1;40;1;2;4;1;1 547,82;1 028,68
1;10;łódzkie;11;4;2;1;1;1;2;38;1;3;3;1;1 200,00;970,55
1;10;łódzkie;11;5;2;1;1;1;1;51;2;3;4;1;1 288,93;1 452,34
1;10;łódzkie;1;5;2;1;1;1;1;50;2;3;3;2;1 945,28;1 950,76
1;10;łódzkie;2;1;2;1;1;1;1;59;2;2;5;3;3 676,50;2 731,64
1;10;łódzkie;11;5;2;1;1;1;1;41;1;4;1;1;969,15;819,11
1;10;łódzkie;2;1;2;1;1;1;2;52;2;3;4;3;2 586,60;1 785,33
1;10;łódzkie;11;6;2;1;1;1;1;50;2;2;4;1;1 586,75;1 252,47
1;10;łódzkie;1;5;2;1;1;1;1;56;2;2;5;2;2 247,84;2 256,84
1;10;łódzkie;1;1;2;1;1;1;1;46;2;3;3;2;3 334,23;4 263,24
1;10;łódzkie;8;1;2;1;1;1;1;40;1;4;1;4;2 593,00;1 997,07
1;10;łódzkie;8;1;2;1;1;1;1;62;2;3;3;4;2 973,31;2 060,91
1;10;łódzkie;2;1;1;1;1;1;1;38;2;4;1;3;2 059,00;652,27
1;10;łódzkie;1;5;1;1;1;1;1;38;2;3;3;2;1 919,84;1 549,72
1;10;łódzkie;3;1;2;1;1;1;1;37;2;3;3;4;2 502,30;1 978,70
1;10;łódzkie;1;5;2;1;1;1;1;38;2;3;3;2;1 494,43;972,72
1;10;łódzkie;3;1;2;1;1;1;1;38;2;5;2;4;1 467,00;1 850,28
1;10;łódzkie;11;5;2;1;1;1;1;53;3;3;2;1;1 112,69;1 067,90
1;10;łódzkie;11;5;2;1;1;1;1;38;2;3;2;1;848,93;1 027,20
1;10;łódzkie;1;5;2;1;1;1;1;37;2;3;3;2;2 002,00;1 725,99
1;10;łódzkie;1;5;2;1;1;1;1;37;2;5;2;2;1 621,03;1 557,60
1;10;łódzkie;11;5;2;1;1;1;1;37;2;3;3;1;1 189,90;1 627,15
1;10;łódzkie;2;1;1;1;1;1;1;53;3;3;4;3;4 362,54;2 462,79
1;10;łódzkie;3;2;1;1;1;1;1;36;2;3;3;4;1 916,10;1 363,71
1;10;łódzkie;2;1;2;1;1;1;1;37;2;3;4;3;3 700,00;2 732,13
1;10;łódzkie;12;1;2;1;1;1;1;37;2;4;1;3;2 271,99;2 602,13
1;10;łódzkie;1;5;2;1;1;1;2;17;1;5;2;2;1 533,36;270,15
1;10;łódzkie;11;5;2;1;1;1;1;37;2;3;2;1;1 036,86;1 007,84
1;10;łódzkie;1;5;2;1;1;1;1;37;2;3;3;2;1 786,57;1 201,32
1;10;łódzkie;1;5;1;1;1;1;1;48;3;3;4;2;1 829,41;1 987,50
1;10;łódzkie;3;1;2;1;1;1;1;48;3;4;3;4;2 733,50;2 018,53
1;10;łódzkie;11;5;2;1;1;1;1;37;2;3;3;1;1 156,06;1 377,65
1;10;łódzkie;11;6;2;1;1;1;1;36;2;5;1;1;870,49;685,96
1;10;łódzkie;1;1;2;1;1;1;2;27;1;3;3;2;2 655,23;2 239,39
1;10;łódzkie;11;5;2;1;1;1;1;37;2;4;2;1;1 115,28;995,78
1;10;łódzkie;12;6;2;1;1;1;1;60;3;3;3;4;2 157,40;2 216,68
1;10;łódzkie;3;4;2;1;1;1;1;65;4;2;5;4;4 860,00;6 465,31
1;10;łódzkie;1;4;2;1;1;1;1;43;2;2;4;2;2 225,00;986,04
1;10;łódzkie;1;5;1;1;1;1;1;43;2;3;4;2;1 890,76;2 009,66
1;10;łódzkie;11;1;2;1;1;1;2;45;3;4;2;1;761,3;866,11
1;10;łódzkie;2;1;2;1;2;4;1;39;1;4;2;3;1 392,00;1 304,20
1;10;łódzkie;12;1;2;1;1;1;1;43;2;3;3;2;1 276,78;1 271,28
1;10;łódzkie;2;1;2;1;1;1;1;43;2;3;3;3;1 760,00;1 283,32
1;10;łódzkie;12;1;2;1;1;1;1;64;4;2;5;3;5 000,00;2 845,88
1;10;łódzkie;1;1;2;1;1;1;1;43;2;4;2;2;989;1 529,53
1;10;łódzkie;2;1;2;1;1;1;1;65;4;2;4;3;4 100,00;3 151,94
1;10;łódzkie;12;5;2;1;1;1;1;55;3;2;4;3;5 171,40;4 571,54
1;10;łódzkie;1;1;2;1;1;1;1;55;3;2;5;2;1 200,00;3 643,09
1;10;łódzkie;12;7;2;3;1;1;1;167;5;3;2;2;1 360,00;2 522,31
1;10;łódzkie;1;5;2;3;1;4;1;80;3;2;4;2;1 814,90;1 573,70
1;10;łódzkie;11;5;2;2;1;1;1;43;2;3;3;1;915,9;906,52
1;10;łódzkie;11;6;2;1;1;1;1;43;2;4;2;1;748,92;855,02
1;10;łódzkie;2;4;2;1;1;1;1;43;2;2;4;3;2 610,00;2 070,35
1;10;łódzkie;2;7;2;1;1;1;1;49;2;4;2;3;1 285,04;1 273,20
